changrenchiao,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2014/12/31 上午 12:00:00,0.05,0.09,0.15,0.18,0.20,0.18,0.12,0.09,0.04,-0.01,0.00,0.05,0.17,0.28,0.40,0.46,0.50,0.44,0.39,0.27,0.16,0.04,-0.05,-0.08
2015/1/1 上午 12:00:00,-0.10,-0.04,0.03,0.06,0.10,0.14,0.13,0.12,0.04,0.00,0.00,0.01,0.11,0.24,0.38,0.48,0.54,0.55,0.49,0.37,0.23,0.08,-0.06,-0.15
2015/1/2 上午 12:00:00,-0.19,-0.18,-0.12,-0.05,0.02,0.08,0.10,0.10,0.07,0.03,0.00,0.01,0.06,0.18,0.32,0.45,0.55,0.61,0.61,0.54,0.39,0.21,0.07,-0.07
2015/1/3 上午 12:00:00,-0.18,-0.20,-0.19,-0.12,-0.04,0.05,0.13,0.12,0.12,0.08,0.05,0.05,0.08,0.15,0.30,0.42,0.56,0.64,0.66,0.64,0.52,0.35,0.17,0.02
2015/1/4 上午 12:00:00,-0.13,-0.22,-0.24,-0.20,-0.11,-0.03,0.06,0.09,0.10,0.06,0.04,0.02,0.03,0.09,0.19,0.33,0.49,0.60,0.66,0.68,0.60,0.44,0.26,0.07
2015/1/5 上午 12:00:00,-0.08,-0.20,-0.25,-0.24,-0.16,-0.06,0.04,0.10,0.13,0.11,0.06,0.03,0.03,0.04,0.11,0.24,0.39,0.53,0.64,0.69,0.66,0.55,0.38,0.19
2015/1/6 上午 12:00:00,0.01,-0.13,-0.22,-0.24,-0.21,-0.12,-0.02,0.06,0.12,0.11,0.07,0.04,0.02,0.03,0.06,0.15,0.29,0.46,0.59,0.66,0.67,0.61,0.47,0.28
2015/1/7 上午 12:00:00,0.10,-0.06,-0.20,-0.26,-0.24,-0.16,-0.05,0.00,0.07,0.10,0.07,0.01,-0.02,-0.06,-0.06,0.01,0.13,0.28,0.44,0.52,0.55,0.51,0.44,0.30
2015/1/8 上午 12:00:00,0.12,-0.08,-0.22,-0.30,-0.32,-0.26,-0.16,-0.06,0.00,0.04,0.05,0.02,-0.02,-0.05,-0.06,-0.05,0.03,0.16,0.31,0.44,0.50,0.51,0.48,0.39
2015/1/9 上午 12:00:00,0.26,0.09,-0.06,-0.15,-0.20,-0.19,-0.12,-0.04,0.02,0.07,0.10,0.11,0.08,0.04,0.02,0.02,0.04,0.11,0.22,0.34,0.42,0.44,0.44,0.37
2015/1/10 上午 12:00:00,0.29,0.14,0.00,-0.12,-0.18,-0.22,-0.17,-0.09,-0.01,0.04,0.10,0.12,0.11,0.06,0.02,0.03,0.02,0.04,0.10,0.19,0.30,0.33,0.33,0.34
2015/1/11 上午 12:00:00,0.28,0.19,0.05,-0.06,-0.12,-0.18,-0.17,-0.10,-0.01,0.04,0.11,0.16,0.18,0.16,0.12,0.08,0.08,0.06,0.09,0.15,0.21,0.26,0.27,0.28
2015/1/12 上午 12:00:00,0.27,0.22,0.13,0.04,-0.06,-0.08,-0.10,-0.07,0.01,0.06,0.14,0.18,0.22,0.25,0.22,0.19,0.15,0.10,0.11,0.12,0.16,0.20,0.24,0.26
2015/1/13 上午 12:00:00,0.27,0.24,0.19,0.15,0.06,0.01,-0.01,-0.01,0.04,0.10,0.16,0.23,0.30,0.33,0.34,0.32,0.27,0.20,0.16,0.09,0.10,0.10,0.10,0.13
2015/1/14 上午 12:00:00,0.17,0.17,0.15,0.14,0.08,0.06,-0.01,-0.06,-0.03,0.00,0.05,0.12,0.18,0.29,0.34,0.32,0.31,0.24,0.17,0.07,0.01,-0.04,-0.04,-0.03
2015/1/15 上午 12:00:00,0.01,0.04,0.06,0.08,0.08,0.05,0.01,-0.03,-0.07,-0.07,-0.02,0.07,0.17,0.26,0.36,0.39,0.38,0.32,0.23,0.14,0.02,-0.08,-0.12,-0.13
2015/1/16 上午 12:00:00,-0.12,-0.08,-0.03,0.03,0.07,0.08,0.06,0.01,-0.01,-0.04,-0.02,0.06,0.18,0.27,0.37,0.45,0.48,0.46,0.37,0.24,0.12,-0.02,-0.13,-0.19
2015/1/17 上午 12:00:00,-0.20,-0.16,-0.10,-0.03,0.04,0.08,0.09,0.06,0.04,0.02,-0.01,0.02,0.12,0.24,0.38,0.47,0.55,0.56,0.48,0.36,0.22,0.05,-0.10,-0.23
2015/1/18 上午 12:00:00,-0.30,-0.28,-0.23,-0.14,-0.03,0.04,0.08,0.10,0.08,0.04,0.02,0.01,0.06,0.18,0.34,0.49,0.59,0.65,0.62,0.55,0.41,0.21,0.02,-0.16
2015/1/19 上午 12:00:00,-0.28,-0.33,-0.31,-0.22,-0.10,0.01,0.08,0.12,0.11,0.08,0.04,0.02,0.02,0.10,0.25,0.44,0.60,0.70,0.75,0.71,0.60,0.41,0.21,-0.01
2015/1/20 上午 12:00:00,-0.18,-0.29,-0.33,-0.28,-0.14,-0.05,0.08,0.14,0.17,0.14,0.08,0.05,0.04,0.05,0.15,0.32,0.52,0.66,0.72,0.78,0.72,0.56,0.36,0.14
2015/1/21 上午 12:00:00,-0.04,-0.22,-0.32,-0.33,-0.24,-0.11,-0.02,0.10,0.17,0.14,0.08,0.02,0.00,0.00,0.02,0.15,0.34,0.54,0.70,0.77,0.76,0.68,0.49,0.30
2015/1/22 上午 12:00:00,0.09,-0.09,-0.24,-0.31,-0.30,-0.20,-0.08,0.01,0.10,0.12,0.09,0.03,-0.04,-0.05,-0.08,-0.06,0.10,0.30,0.48,0.61,0.66,0.67,0.58,0.41
2015/1/23 上午 12:00:00,0.22,0.03,-0.12,-0.25,-0.27,-0.22,-0.11,0.00,0.10,0.19,0.19,0.15,0.08,0.04,0.02,-0.02,0.03,0.15,0.32,0.49,0.60,0.65,0.64,0.56
2015/1/24 上午 12:00:00,0.42,0.25,0.12,-0.01,-0.12,-0.13,-0.09,0.02,0.12,0.22,0.27,0.27,0.22,0.17,0.11,0.07,0.03,0.06,0.16,0.28,0.43,0.50,0.55,0.55
2015/1/25 上午 12:00:00,0.48,0.37,0.24,0.13,0.02,-0.07,-0.06,0.00,0.10,0.22,0.30,0.33,0.33,0.30,0.23,0.19,0.11,0.07,0.08,0.16,0.28,0.37,0.42,0.47
2015/1/26 上午 12:00:00,0.46,0.40,0.32,0.20,0.14,0.05,0.00,0.02,0.08,0.19,0.27,0.33,0.38,0.39,0.35,0.30,0.23,0.15,0.08,0.04,0.08,0.14,0.22,0.26
2015/1/27 上午 12:00:00,0.30,0.31,0.28,0.22,0.16,0.12,0.06,0.02,0.04,0.13,0.22,0.30,0.39,0.44,0.45,0.40,0.33,0.26,0.16,0.08,0.04,0.04,0.06,0.10
2015/1/28 上午 12:00:00,0.14,0.19,0.23,0.22,0.19,0.16,0.12,0.07,0.08,0.11,0.19,0.28,0.37,0.47,0.52,0.53,0.50,0.41,0.30,0.20,0.10,0.03,0.00,0.01
2015/1/29 上午 12:00:00,0.04,0.10,0.14,0.18,0.20,0.20,0.19,0.15,0.13,0.13,0.17,0.24,0.34,0.45,0.54,0.59,0.60,0.55,0.44,0.32,0.18,0.04,-0.04,-0.08
2015/1/30 上午 12:00:00,-0.09,-0.05,0.00,0.08,0.14,0.16,0.16,0.15,0.11,0.08,0.09,0.12,0.22,0.32,0.42,0.50,0.55,0.55,0.49,0.35,0.20,0.04,-0.10,-0.19
2015/1/31 上午 12:00:00,-0.24,-0.23,-0.18,-0.12,-0.05,0.00,0.05,0.06,0.04,0.02,0.01,0.02,0.09,0.20,0.32,0.43,0.53,0.56,0.53,0.44,0.31,0.16,0.00,-0.13
2015/2/1 上午 12:00:00,-0.21,-0.24,-0.22,-0.16,-0.08,-0.02,0.06,0.07,0.06,0.05,0.04,0.04,0.06,0.13,0.26,0.39,0.51,0.57,0.59,0.55,0.43,0.28,0.11,-0.04
2015/2/2 上午 12:00:00,-0.17,-0.24,-0.26,-0.20,-0.12,-0.05,0.06,0.08,0.09,0.07,0.05,0.04,0.04,0.08,0.18,0.32,0.44,0.56,0.60,0.59,0.52,0.36,0.20,0.02
2015/2/3 上午 12:00:00,-0.13,-0.24,-0.28,-0.26,-0.18,-0.09,0.00,0.05,0.08,0.06,0.02,0.00,-0.02,0.01,0.08,0.20,0.34,0.47,0.54,0.56,0.53,0.42,0.25,0.07
2015/2/4 上午 12:00:00,-0.09,-0.21,-0.28,-0.28,-0.18,-0.08,0.02,0.07,0.12,0.11,0.08,0.02,-0.02,-0.01,0.01,0.10,0.25,0.40,0.51,0.55,0.56,0.48,0.37,0.20
2015/2/5 上午 12:00:00,0.01,-0.13,-0.22,-0.25,-0.20,-0.12,0.02,0.08,0.13,0.13,0.09,0.03,-0.03,-0.02,-0.05,-0.02,0.10,0.27,0.40,0.49,0.52,0.48,0.40,0.24
2015/2/6 上午 12:00:00,0.07,-0.07,-0.19,-0.24,-0.22,-0.13,-0.01,0.07,0.12,0.16,0.14,0.08,0.00,-0.06,-0.07,-0.04,0.04,0.18,0.30,0.41,0.45,0.48,0.41,0.30
2015/2/7 上午 12:00:00,0.16,0.02,-0.08,-0.16,-0.17,-0.10,0.00,0.10,0.18,0.20,0.20,0.15,0.09,0.03,0.02,0.02,0.04,0.12,0.23,0.35,0.40,0.44,0.41,0.33
2015/2/8 上午 12:00:00,0.22,0.09,-0.02,-0.11,-0.16,-0.10,-0.02,0.08,0.17,0.22,0.23,0.18,0.12,0.06,0.01,-0.03,-0.05,0.02,0.09,0.19,0.28,0.32,0.32,0.30
2015/2/9 上午 12:00:00,0.21,0.11,-0.02,-0.12,-0.16,-0.16,-0.06,0.04,0.13,0.20,0.23,0.23,0.18,0.10,0.03,-0.02,-0.06,-0.04,0.02,0.09,0.18,0.23,0.24,0.26
2015/2/10 上午 12:00:00,0.20,0.15,0.07,0.00,-0.04,-0.06,-0.03,0.05,0.14,0.21,0.28,0.33,0.32,0.28,0.22,0.16,0.12,0.07,0.06,0.08,0.13,0.18,0.20,0.24
2015/2/11 上午 12:00:00,0.24,0.22,0.16,0.12,0.08,0.06,0.05,0.08,0.14,0.22,0.29,0.35,0.38,0.35,0.32,0.24,0.20,0.12,0.07,0.03,0.02,0.04,0.06,0.09
2015/2/12 上午 12:00:00,0.12,0.13,0.12,0.10,0.08,0.06,0.06,0.06,0.09,0.16,0.24,0.32,0.36,0.39,0.39,0.35,0.30,0.22,0.14,0.05,0.00,-0.03,-0.02,0.00
2015/2/13 上午 12:00:00,0.04,0.09,0.13,0.14,0.14,0.14,0.13,0.10,0.10,0.14,0.22,0.31,0.39,0.46,0.48,0.48,0.43,0.36,0.28,0.18,0.07,-0.01,-0.05,-0.06
2015/2/14 上午 12:00:00,-0.02,0.04,0.10,0.15,0.19,0.20,0.19,0.16,0.17,0.16,0.21,0.27,0.37,0.47,0.54,0.58,0.57,0.52,0.43,0.30,0.19,0.04,-0.05,-0.11
2015/2/15 上午 12:00:00,-0.11,-0.08,0.01,0.08,0.18,0.20,0.21,0.20,0.18,0.16,0.18,0.23,0.31,0.44,0.54,0.63,0.65,0.64,0.57,0.44,0.31,0.15,0.00,-0.11
2015/2/16 上午 12:00:00,-0.16,-0.15,-0.08,0.01,0.12,0.18,0.19,0.19,0.17,0.13,0.12,0.14,0.20,0.30,0.45,0.57,0.66,0.70,0.66,0.55,0.40,0.21,0.03,-0.12
2015/2/17 上午 12:00:00,-0.24,-0.27,-0.22,-0.12,0.01,0.13,0.20,0.21,0.17,0.11,0.08,0.05,0.05,0.14,0.31,0.47,0.62,0.71,0.75,0.69,0.55,0.36,0.16,-0.01
2015/2/18 上午 12:00:00,-0.18,-0.27,-0.27,-0.18,-0.04,0.09,0.19,0.24,0.21,0.15,0.07,0.02,0.00,0.01,0.13,0.31,0.51,0.66,0.73,0.76,0.68,0.51,0.30,0.10
2015/2/19 上午 12:00:00,-0.08,-0.21,-0.26,-0.23,-0.09,0.06,0.16,0.27,0.28,0.23,0.14,0.05,-0.02,-0.05,-0.04,0.12,0.34,0.54,0.68,0.73,0.74,0.63,0.45,0.24
2015/2/20 上午 12:00:00,0.07,-0.11,-0.22,-0.23,-0.14,0.01,0.18,0.25,0.32,0.31,0.22,0.13,0.02,-0.04,-0.06,-0.04,0.13,0.34,0.53,0.63,0.70,0.68,0.56,0.41
2015/2/21 上午 12:00:00,0.20,0.06,-0.05,-0.11,-0.09,0.02,0.17,0.28,0.39,0.41,0.36,0.25,0.14,0.06,0.00,-0.04,0.03,0.18,0.36,0.51,0.62,0.63,0.58,0.51
2015/2/22 上午 12:00:00,0.37,0.21,0.09,0.04,0.02,0.08,0.15,0.27,0.38,0.44,0.44,0.38,0.27,0.15,0.05,-0.02,-0.08,-0.03,0.10,0.26,0.36,0.44,0.47,0.42
2015/2/23 上午 12:00:00,0.33,0.22,0.09,0.03,-0.02,0.00,0.10,0.21,0.32,0.42,0.45,0.45,0.40,0.28,0.16,0.09,0.00,-0.05,-0.04,0.07,0.18,0.24,0.31,0.34
2015/2/24 上午 12:00:00,0.30,0.24,0.16,0.08,0.08,0.06,0.09,0.17,0.28,0.38,0.44,0.49,0.49,0.43,0.34,0.24,0.16,0.09,0.03,0.03,0.08,0.14,0.19,0.24
2015/2/25 上午 12:00:00,0.26,0.25,0.21,0.18,0.16,0.16,0.14,0.17,0.23,0.32,0.40,0.46,0.50,0.50,0.44,0.38,0.28,0.19,0.11,0.04,0.02,0.02,0.06,0.10
2015/2/26 上午 12:00:00,0.17,0.20,0.20,0.20,0.19,0.20,0.20,0.19,0.20,0.26,0.35,0.42,0.48,0.53,0.53,0.50,0.43,0.34,0.23,0.11,0.03,-0.03,-0.06,-0.03
2015/2/27 上午 12:00:00,0.01,0.05,0.09,0.11,0.14,0.16,0.18,0.14,0.15,0.19,0.23,0.30,0.39,0.45,0.51,0.51,0.50,0.40,0.29,0.15,0.01,-0.09,-0.14,-0.15
2015/2/28 上午 12:00:00,-0.13,-0.08,-0.04,0.02,0.08,0.12,0.14,0.13,0.12,0.11,0.16,0.20,0.27,0.38,0.48,0.52,0.54,0.53,0.44,0.32,0.19,0.05,-0.05,-0.12
2015/3/1 上午 12:00:00,-0.14,-0.12,-0.06,0.02,0.10,0.14,0.16,0.17,0.14,0.12,0.10,0.15,0.18,0.27,0.38,0.46,0.52,0.54,0.48,0.38,0.26,0.11,-0.03,-0.13
2015/3/2 上午 12:00:00,-0.19,-0.18,-0.12,-0.05,0.03,0.13,0.17,0.19,0.16,0.14,0.09,0.10,0.12,0.20,0.32,0.44,0.54,0.60,0.62,0.56,0.44,0.29,0.14,0.01
2015/3/3 上午 12:00:00,-0.08,-0.11,-0.08,0.00,0.09,0.17,0.26,0.26,0.25,0.19,0.15,0.16,0.17,0.22,0.31,0.43,0.54,0.63,0.66,0.64,0.55,0.41,0.24,0.10
2015/3/4 上午 12:00:00,0.01,-0.05,-0.06,-0.01,0.08,0.18,0.24,0.27,0.28,0.21,0.14,0.10,0.06,0.06,0.12,0.24,0.36,0.48,0.55,0.56,0.53,0.40,0.25,0.08
2015/3/5 上午 12:00:00,-0.06,-0.14,-0.14,-0.08,0.01,0.12,0.19,0.26,0.28,0.22,0.16,0.09,0.03,0.00,0.04,0.16,0.30,0.42,0.52,0.58,0.56,0.50,0.37,0.22
2015/3/6 上午 12:00:00,0.08,-0.02,-0.07,-0.04,0.06,0.16,0.25,0.31,0.34,0.30,0.22,0.14,0.06,0.04,0.02,0.06,0.20,0.33,0.46,0.52,0.55,0.49,0.39,0.27
2015/3/7 上午 12:00:00,0.13,0.03,-0.05,-0.05,0.01,0.12,0.25,0.31,0.35,0.35,0.26,0.17,0.08,0.01,-0.04,-0.03,0.07,0.22,0.33,0.42,0.48,0.47,0.40,0.29
2015/3/8 上午 12:00:00,0.16,0.06,-0.01,-0.04,0.00,0.11,0.25,0.33,0.37,0.39,0.34,0.24,0.12,0.04,-0.01,-0.05,-0.01,0.10,0.21,0.33,0.40,0.44,0.40,0.31
2015/3/9 上午 12:00:00,0.22,0.12,0.05,0.02,0.04,0.12,0.25,0.36,0.43,0.45,0.41,0.32,0.22,0.12,0.04,-0.03,-0.05,0.02,0.12,0.20,0.27,0.31,0.32,0.28
2015/3/10 上午 12:00:00,0.21,0.12,0.06,0.00,-0.02,0.03,0.17,0.26,0.39,0.41,0.40,0.36,0.28,0.17,0.06,-0.03,-0.09,-0.09,-0.04,0.07,0.15,0.20,0.22,0.25
2015/3/11 上午 12:00:00,0.20,0.15,0.08,0.03,0.00,0.05,0.12,0.23,0.35,0.42,0.46,0.44,0.38,0.28,0.18,0.09,0.01,-0.04,-0.04,0.01,0.08,0.12,0.17,0.20
2015/3/12 上午 12:00:00,0.19,0.17,0.14,0.12,0.10,0.08,0.12,0.20,0.30,0.40,0.45,0.45,0.42,0.37,0.29,0.22,0.12,0.06,0.02,-0.01,0.00,0.05,0.06,0.13
2015/3/13 上午 12:00:00,0.15,0.16,0.15,0.14,0.15,0.15,0.16,0.17,0.24,0.34,0.42,0.46,0.47,0.45,0.40,0.32,0.23,0.13,0.06,-0.01,-0.06,-0.06,-0.04,-0.01
2015/3/14 上午 12:00:00,0.04,0.08,0.11,0.12,0.14,0.18,0.19,0.19,0.22,0.29,0.38,0.45,0.49,0.53,0.51,0.46,0.38,0.29,0.18,0.08,-0.02,-0.07,-0.09,-0.07
2015/3/15 上午 12:00:00,-0.01,0.06,0.11,0.16,0.19,0.20,0.24,0.23,0.22,0.24,0.34,0.42,0.50,0.57,0.62,0.61,0.54,0.47,0.34,0.23,0.08,-0.03,-0.09,-0.11
2015/3/16 上午 12:00:00,-0.07,-0.02,0.09,0.18,0.22,0.28,0.28,0.27,0.24,0.25,0.24,0.30,0.41,0.50,0.60,0.64,0.66,0.60,0.49,0.36,0.21,0.07,-0.06,-0.14
2015/3/17 上午 12:00:00,-0.15,-0.11,-0.01,0.10,0.20,0.27,0.29,0.26,0.24,0.22,0.21,0.22,0.29,0.41,0.53,0.64,0.71,0.71,0.64,0.52,0.38,0.23,0.07,-0.04
2015/3/18 上午 12:00:00,-0.10,-0.10,-0.02,0.10,0.22,0.32,0.36,0.33,0.29,0.24,0.19,0.19,0.20,0.28,0.42,0.58,0.71,0.76,0.75,0.66,0.50,0.32,0.17,0.02
2015/3/19 上午 12:00:00,-0.08,-0.13,-0.10,0.02,0.17,0.28,0.36,0.36,0.30,0.23,0.14,0.09,0.03,0.04,0.15,0.32,0.52,0.63,0.68,0.68,0.59,0.43,0.25,0.08
2015/3/20 上午 12:00:00,-0.04,-0.13,-0.15,-0.05,0.11,0.26,0.35,0.41,0.39,0.29,0.16,0.03,-0.04,-0.11,-0.08,0.07,0.27,0.44,0.55,0.61,0.60,0.50,0.34,0.16
2015/3/21 上午 12:00:00,0.04,-0.06,-0.12,-0.08,0.04,0.23,0.37,0.43,0.47,0.39,0.26,0.09,-0.04,-0.10,-0.18,-0.12,0.05,0.26,0.45,0.54,0.58,0.53,0.41,0.26
2015/3/22 上午 12:00:00,0.11,0.02,-0.05,-0.05,0.02,0.19,0.36,0.46,0.51,0.50,0.40,0.24,0.07,-0.07,-0.16,-0.19,-0.13,0.01,0.20,0.34,0.42,0.45,0.41,0.32
2015/3/23 上午 12:00:00,0.20,0.10,0.04,0.00,0.04,0.16,0.30,0.46,0.53,0.57,0.54,0.42,0.25,0.08,-0.07,-0.19,-0.21,-0.13,-0.03,0.14,0.21,0.30,0.32,0.32
2015/3/24 上午 12:00:00,0.24,0.16,0.09,0.05,0.03,0.08,0.21,0.34,0.45,0.51,0.52,0.47,0.38,0.25,0.08,-0.05,-0.15,-0.17,-0.13,-0.05,0.05,0.13,0.18,0.21
2015/3/25 上午 12:00:00,0.20,0.18,0.15,0.10,0.09,0.11,0.20,0.28,0.40,0.48,0.53,0.53,0.50,0.41,0.29,0.15,0.00,-0.09,-0.14,-0.10,-0.05,0.01,0.06,0.12
2015/3/26 上午 12:00:00,0.16,0.17,0.16,0.16,0.16,0.14,0.15,0.22,0.30,0.40,0.46,0.50,0.52,0.48,0.40,0.30,0.21,0.10,-0.01,-0.08,-0.09,-0.06,-0.04,0.02
2015/3/27 上午 12:00:00,0.07,0.11,0.13,0.15,0.16,0.17,0.16,0.16,0.20,0.27,0.34,0.40,0.44,0.46,0.44,0.37,0.28,0.17,0.07,-0.02,-0.08,-0.14,-0.13,-0.10
2015/3/28 上午 12:00:00,-0.04,0.02,0.07,0.11,0.13,0.18,0.18,0.18,0.19,0.24,0.28,0.36,0.41,0.45,0.47,0.44,0.39,0.30,0.20,0.09,-0.02,-0.09,-0.12,-0.13
2015/3/29 上午 12:00:00,-0.09,-0.03,0.04,0.10,0.15,0.20,0.23,0.23,0.23,0.22,0.25,0.30,0.35,0.44,0.48,0.50,0.48,0.41,0.34,0.23,0.12,0.01,-0.07,-0.10
2015/3/30 上午 12:00:00,-0.10,-0.04,0.03,0.11,0.17,0.21,0.24,0.25,0.23,0.21,0.22,0.22,0.27,0.35,0.42,0.47,0.51,0.48,0.42,0.36,0.24,0.13,0.03,-0.03
2015/3/31 上午 12:00:00,-0.05,-0.03,0.04,0.13,0.21,0.26,0.28,0.28,0.24,0.23,0.22,0.20,0.23,0.29,0.38,0.46,0.54,0.54,0.52,0.43,0.33,0.22,0.11,0.02
2015/4/1 上午 12:00:00,-0.03,-0.04,0.03,0.11,0.19,0.27,0.32,0.32,0.30,0.25,0.23,0.20,0.17,0.20,0.28,0.40,0.50,0.53,0.54,0.48,0.40,0.28,0.16,0.07
2015/4/2 上午 12:00:00,0.00,-0.01,0.04,0.11,0.26,0.34,0.39,0.40,0.37,0.31,0.23,0.17,0.14,0.15,0.21,0.31,0.42,0.53,0.55,0.52,0.44,0.35,0.23,0.12
2015/4/3 上午 12:00:00,0.04,0.02,0.05,0.14,0.24,0.36,0.41,0.44,0.41,0.31,0.23,0.13,0.08,0.08,0.12,0.19,0.30,0.42,0.49,0.50,0.46,0.34,0.24,0.13
2015/4/4 上午 12:00:00,0.03,-0.02,-0.04,0.07,0.19,0.32,0.42,0.45,0.44,0.36,0.26,0.12,0.03,-0.02,-0.04,0.04,0.14,0.25,0.36,0.43,0.42,0.37,0.26,0.13
2015/4/5 上午 12:00:00,0.04,-0.02,-0.04,0.01,0.13,0.28,0.39,0.46,0.48,0.42,0.29,0.15,0.01,-0.07,-0.10,-0.07,0.01,0.13,0.27,0.36,0.38,0.38,0.29,0.18
2015/4/6 上午 12:00:00,0.09,0.04,0.02,0.03,0.13,0.26,0.38,0.48,0.51,0.47,0.38,0.24,0.07,-0.02,-0.09,-0.08,-0.05,0.04,0.17,0.29,0.34,0.37,0.32,0.23
2015/4/7 上午 12:00:00,0.16,0.09,0.06,0.06,0.12,0.26,0.40,0.52,0.54,0.55,0.46,0.30,0.18,0.04,-0.08,-0.15,-0.14,-0.07,0.04,0.15,0.24,0.28,0.29,0.23
2015/4/8 上午 12:00:00,0.16,0.10,0.03,0.04,0.08,0.20,0.34,0.47,0.55,0.57,0.52,0.41,0.28,0.16,0.00,-0.10,-0.16,-0.11,-0.06,0.03,0.11,0.18,0.24,0.24
2015/4/9 上午 12:00:00,0.22,0.18,0.13,0.12,0.12,0.18,0.30,0.44,0.55,0.61,0.64,0.60,0.51,0.40,0.24,0.13,0.00,-0.05,-0.05,-0.02,0.04,0.08,0.14,0.19
2015/4/10 上午 12:00:00,0.21,0.17,0.13,0.13,0.13,0.15,0.23,0.35,0.45,0.53,0.57,0.55,0.51,0.43,0.30,0.18,0.09,-0.02,-0.07,-0.07,-0.04,0.01,0.05,0.12
2015/4/11 上午 12:00:00,0.15,0.16,0.17,0.14,0.13,0.14,0.17,0.24,0.33,0.43,0.50,0.51,0.49,0.45,0.36,0.27,0.19,0.08,-0.02,-0.08,-0.13,-0.07,-0.03,0.02
2015/4/12 上午 12:00:00,0.08,0.15,0.16,0.19,0.19,0.20,0.21,0.22,0.26,0.34,0.43,0.50,0.53,0.54,0.49,0.41,0.30,0.20,0.08,-0.04,-0.12,-0.14,-0.12,-0.07
2015/4/13 上午 12:00:00,0.00,0.09,0.16,0.21,0.24,0.23,0.22,0.19,0.19,0.20,0.27,0.36,0.43,0.50,0.52,0.50,0.43,0.32,0.21,0.07,-0.05,-0.14,-0.17,-0.16
2015/4/14 上午 12:00:00,-0.09,0.00,0.10,0.17,0.23,0.22,0.22,0.18,0.15,0.14,0.14,0.23,0.31,0.39,0.48,0.52,0.51,0.46,0.36,0.22,0.10,-0.04,-0.14,-0.18
2015/4/15 上午 12:00:00,-0.14,-0.04,0.08,0.19,0.28,0.33,0.33,0.29,0.22,0.18,0.16,0.19,0.27,0.39,0.53,0.62,0.66,0.64,0.56,0.45,0.30,0.16,0.02,-0.07
2015/4/16 上午 12:00:00,-0.05,-0.02,0.10,0.22,0.34,0.41,0.42,0.38,0.30,0.20,0.12,0.06,0.07,0.17,0.30,0.45,0.54,0.58,0.58,0.49,0.36,0.19,0.06,-0.05
2015/4/17 上午 12:00:00,-0.12,-0.11,-0.02,0.14,0.31,0.41,0.45,0.42,0.32,0.20,0.07,-0.02,-0.09,-0.06,0.05,0.21,0.37,0.49,0.54,0.52,0.44,0.30,0.16,0.06
2015/4/18 上午 12:00:00,-0.03,-0.07,0.04,0.18,0.38,0.52,0.60,0.61,0.52,0.36,0.20,0.08,-0.02,-0.09,-0.02,0.13,0.30,0.48,0.56,0.59,0.52,0.42,0.30,0.18
2015/4/19 上午 12:00:00,0.12,0.04,0.06,0.18,0.36,0.54,0.64,0.69,0.64,0.52,0.35,0.17,0.02,-0.08,-0.13,-0.10,0.02,0.19,0.36,0.45,0.47,0.43,0.34,0.25
2015/4/20 上午 12:00:00,0.16,0.10,0.10,0.15,0.30,0.50,0.65,0.74,0.74,0.68,0.52,0.36,0.17,0.03,-0.08,-0.14,-0.11,0.00,0.17,0.31,0.36,0.37,0.34,0.25
2015/4/21 上午 12:00:00,0.21,0.15,0.10,0.12,0.20,0.38,0.52,0.67,0.71,0.69,0.58,0.48,0.28,0.08,-0.04,-0.13,-0.16,-0.12,-0.01,0.12,0.22,0.28,0.27,0.25
2015/4/22 上午 12:00:00,0.21,0.16,0.17,0.15,0.20,0.30,0.44,0.60,0.66,0.73,0.69,0.59,0.44,0.28,0.13,0.01,-0.13,-0.15,-0.14,-0.06,0.03,0.09,0.16,0.19
2015/4/23 上午 12:00:00,0.20,0.18,0.15,0.17,0.18,0.22,0.32,0.45,0.57,0.61,0.64,0.60,0.53,0.40,0.23,0.12,-0.02,-0.12,-0.13,-0.12,-0.05,0.00,0.07,0.11
2015/4/24 上午 12:00:00,0.16,0.18,0.18,0.19,0.20,0.21,0.25,0.34,0.44,0.53,0.58,0.58,0.55,0.46,0.36,0.24,0.13,0.01,-0.06,-0.10,-0.08,-0.04,0.02,0.08
2015/4/25 上午 12:00:00,0.12,0.17,0.18,0.21,0.21,0.23,0.25,0.27,0.34,0.42,0.48,0.52,0.54,0.52,0.46,0.36,0.25,0.15,0.04,-0.03,-0.08,-0.09,-0.05,0.00
2015/4/26 上午 12:00:00,0.05,0.13,0.19,0.22,0.26,0.24,0.26,0.27,0.27,0.32,0.38,0.44,0.44,0.47,0.46,0.41,0.33,0.23,0.15,0.05,-0.02,-0.07,-0.07,-0.04
2015/4/27 上午 12:00:00,0.03,0.10,0.17,0.24,0.27,0.29,0.28,0.28,0.26,0.29,0.31,0.36,0.40,0.43,0.48,0.47,0.42,0.34,0.26,0.17,0.08,0.01,-0.04,-0.04
2015/4/28 上午 12:00:00,0.02,0.08,0.18,0.24,0.28,0.31,0.30,0.27,0.25,0.24,0.22,0.24,0.30,0.34,0.37,0.42,0.42,0.35,0.28,0.19,0.09,0.02,-0.03,-0.05
